Tweets,team,id,account,len,date,likes,retweets,#hashtag
@luisaz1513 Check @DuaneRankin and @ginamizell’s feeds,Phoenix Suns,1098797033316528128,@GeraldBourguet,54,2019-02-22 04:10:02,5,0,0
Quotes coming out of the Suns locker room tonight sure seem good,Phoenix Suns,1098792444601106433,@GeraldBourguet,64,2019-02-22 03:51:48,9,0,0
Looked like the clock operator and refs messed up on that one,Phoenix Suns,1098785431573807104,@GeraldBourguet,61,2019-02-22 03:23:55,3,0,0
Let the Bucks win the jump and get that shot clock violation,Phoenix Suns,1098785096394366977,@GeraldBourguet,60,2019-02-22 03:22:36,4,1,0
God bless those of you Suns fans still tuning in on a night-to-night basis. This has been an unbelievably brutal se… https://t.co/nCsLX5Revb,Phoenix Suns,1098770180631457792,@GeraldBourguet,140,2019-02-22 02:23:19,222,20,0
"Final: CLE 111, PHX 98
Booker: 30 Pts, 7 Ast, 9 TOs
Oubre: 23 Pts
Ayton: 13 Pts, 9 Reb
Osman: 19-5-5
Suns lose fran… https://t.co/lvaV9qczZ8",Phoenix Suns,1098768667460816897,@GeraldBourguet,140,2019-02-22 02:17:19,11,3,0
A Suns fan's daily mantra: https://t.co/Um5lmMSIlA,Phoenix Suns,1098767799873228800,@GeraldBourguet,50,2019-02-22 02:13:52,15,2,0
"Tyler Johnson's first 4 games with the Suns:

1-9 FG
4-12 FG
1-6 FG
0-6 FG (tonight)",Phoenix Suns,1098767029757083649,@GeraldBourguet,84,2019-02-22 02:10:48,22,4,0
"@pochoporlacausa I support any and all coping mechanisms to help Suns fans get through this season. Carry on, good sir",Phoenix Suns,1098765380170833920,@GeraldBourguet,118,2019-02-22 02:04:15,1,0,0
@stuartthenasty They won't. I think lol,Phoenix Suns,1098763868065558528,@GeraldBourguet,39,2019-02-22 01:58:14,2,0,0
"Sadly, losing a franchise-record 16th straight game to a Cavs team with Brandon Knight and Marquese Chriss would sound about right.",Phoenix Suns,1098762747188133888,@GeraldBourguet,131,2019-02-22 01:53:47,47,3,0
"End of 1Q: PHX 28, CLE 23
Oubre: 10 Pts, 3-5 FG
Ayton: 6 Pts, 4 Reb
Booker: 5 Pts
#SunsAtCavs",Phoenix Suns,1098743373869936641,@GeraldBourguet,93,2019-02-22 00:36:48,3,0,1
@ImPatBurke That was his original title when he was first brought into the fold I believe,Phoenix Suns,1098739599738789888,@GeraldBourguet,89,2019-02-22 00:21:48,2,0,0
Poor Tyler Johnson can't buy a bucket man. He's 6-for-29 so far in a Suns jersey after his layup attempt rimmed out,Phoenix Suns,1098739305881554945,@GeraldBourguet,115,2019-02-22 00:20:38,6,0,0
"Suns looking like a team that really needed that week off. Up 8-2 early, finding Ayton in good spots, Cavs call timeout",Phoenix Suns,1098738045275189248,@GeraldBourguet,119,2019-02-22 00:15:38,2,0,0
"Wait, Josh Jackson is starting, so Kelly Oubre took Mikal Bridges' starting spot...",Phoenix Suns,1098736971373895680,@GeraldBourguet,83,2019-02-22 00:11:22,19,1,0
. @DeandreAyton was all smiles at the @nbacares #DayofService this weekend @NBAAllStar! #ThisIsWhyWePlay https://t.co/hAlo19hh4r,Phoenix Suns,1097339781024006144,@Sunscommunity,128,2019-02-18 03:39:26,7,1,2
"Deandre Ayton meets with some of his biggest, little fans @NBAAllStar during the @PUMAHoops PUMA UPROAR release eve… https://t.co/CBzQQ8hSeD",Phoenix Suns,1096867667854741504,@Sunscommunity,140,2019-02-16 20:23:25,82,5,0
RT @ElieOkobo_0: Come join @Suns nation! ✈️ #TimeToRise ☀️ 🌵 https://t.co/vl2wfe3OXq,Phoenix Suns,1093647334209085440,@Sunscommunity,84,2019-02-07 23:06:58,0,10,1
RT @troydaniels: Had a great time talking with @hillharper and some local Phoenix students about the importance of saving money .. I Explai…,Phoenix Suns,1093647294434426880,@Sunscommunity,140,2019-02-07 23:06:48,0,6,0
Thank you Ryan for all you did for the Phoenix Community! https://t.co/0YtVdUr8vb,Phoenix Suns,1093342344428937217,@Sunscommunity,81,2019-02-07 02:55:02,18,0,0
"RT @Suns: What's your favorite type of milk?! 🥛
 
Don't miss your chance to get a @DeandreAyton Growth Poster, courtesy of @AzMilkProducers…",Phoenix Suns,1091109509739597824,@Sunscommunity,140,2019-01-31 23:02:33,0,3,0
"RT @Suns: The 2019 @SunsCharities Shot at Glory was such a successs! 

Thank you to everyone who joined us at the @WMPhoenixOpen 16th hole…",Phoenix Suns,1090793728812376064,@Sunscommunity,139,2019-01-31 02:07:45,0,6,0
RT @Suns: Thanks for joining us today @RealJasonKidd! https://t.co/Qm7rbDmq8V,Phoenix Suns,1090793586860482561,@Sunscommunity,77,2019-01-31 02:07:11,0,7,0
RT @troydaniels: Unbelievable experience .. Had so much fun at the @WMPhoenixOpen  .. my boy called me the “Discount Ray Allen” 🤣🤣..  .. I…,Phoenix Suns,1090793187235360768,@Sunscommunity,139,2019-01-31 02:05:36,0,6,0
"DA’s Favorite Dairy Product? “Regular, White Milk!” 🥛 

@DeandreAyton &amp; @AzMilkProducers visited John R. Davis scho… https://t.co/1CSxUhKNW0",Phoenix Suns,1090790237549125634,@Sunscommunity,144,2019-01-31 01:53:53,6,0,0
The squad continues to grow as Anna was named this month’s Bridges Brightest Baller! Know a young scholar athlete t… https://t.co/xLOksf0XWC,Phoenix Suns,1089976117505576960,@Sunscommunity,140,2019-01-28 19:58:51,0,0,0
"RT @SoleCollector: .@DevinBook love the kids.
📸: @Btyphoto https://t.co/vUExzsLd3F",Phoenix Suns,1089068994957475846,@Sunscommunity,82,2019-01-26 07:54:16,0,21,0
RT @Suns: Father &amp; Son ❤️ https://t.co/EdIyqNG21m,Phoenix Suns,1088306281297829893,@Sunscommunity,53,2019-01-24 05:23:31,0,201,0
RT @ElieOkobo_0: Chef Okobo 🤣🥞👨🏽‍🍳 https://t.co/teLhf2PePY,Phoenix Suns,1088300686213697536,@Sunscommunity,58,2019-01-24 05:01:17,0,27,0
RT @Suns: .@SunsCharities announces new application process to apply for more than $1 million in funding to support children and family ser…,Phoenix Suns,1086598411678232581,@Sunscommunity,140,2019-01-19 12:17:04,0,5,0
"Our annual Charity Challenge has ended, and we need your help! Head over to https://t.co/CzCj42mgYG to vote for you… https://t.co/HfFVGgrVP6",Phoenix Suns,1086058485077356544,@Sunscommunity,140,2019-01-18 00:31:35,2,1,0
It makes a difference... Become a Mentor. Find your perfect program match at: https://t.co/GPhLvYdhQ8 #MentorIRL… https://t.co/RxGDfe5tFb,Phoenix Suns,1085728302180880384,@Sunscommunity,137,2019-01-17 02:39:33,4,0,1
"RT @Suns: Have you voted @DevinBook today?!

🌟https://t.co/RrQOCvZdGS | #NBAAllStar🌟 https://t.co/4ZrbB5iaUh",Phoenix Suns,1085251355705434112,@Sunscommunity,108,2019-01-15 19:04:20,0,29,1
"RT @TSRarena: “We know how important community is for the Phoenix Suns, so it’s a special feeling to be a part of it."" – Manny Maynez
 
In…",Phoenix Suns,1084588654582853632,@Sunscommunity,139,2019-01-13 23:11:00,0,4,0
RT @DevinBook: My favorite accomplishment of my career thus far!! Blessed to be in the position to be able to give back and make an impact…,Phoenix Suns,1084252212367319041,@Sunscommunity,139,2019-01-13 00:54:06,0,4529,0
😍😍😍 https://t.co/0holjqsjxG,Phoenix Suns,1099431955907645440,@ginamizell,27,2019-02-23 22:12:59,2,0,0
"@FredKatz On a flight from Phoenix to Memphis earlier this season, the passenger next to me completely manspread in… https://t.co/TwDIQelu5X",Phoenix Suns,1099378337275920384,@ginamizell,140,2019-02-23 18:39:55,1,0,0
Said kid cheerleaders and their families have also invaded every hotel in downtown ATL and I officially apologize f… https://t.co/eisXNh946x,Phoenix Suns,1099362732028186624,@ginamizell,140,2019-02-23 17:37:55,4,1,0
"In other news, I nearly missed shootaround because I spent almost 30 minutes caught in a parade of cheerleaders in… https://t.co/70YvZB75NL",Phoenix Suns,1099362096754634752,@ginamizell,139,2019-02-23 17:35:23,14,1,0
"Last guy on the shootaround floor in Atlanta is T.J. Warren, who is still out with a sore ankle. Per Kokoskov, this… https://t.co/8shOKzGNnp",Phoenix Suns,1099356338797375488,@ginamizell,140,2019-02-23 17:12:30,8,2,0
RT @TheAthleticCBB: Let's just say that @_Brian_Hamilton and @DanaONeilWriter are probably not getting asked to go on First Take anytime so…,Phoenix Suns,1099338397099929602,@ginamizell,140,2019-02-23 16:01:13,0,5,0
#Suns coach Igor Kokoskov got in on the practice drills today in ATL. https://t.co/Y7mUhno4fc,Phoenix Suns,1099085606112632834,@ginamizell,93,2019-02-22 23:16:43,55,6,1
"Per #Suns, T.J. Warren (ankle soreness) is OUT tomorrow at Atlanta. He was getting treatment today during the porti… https://t.co/ND0W6NT5KJ",Phoenix Suns,1099023641872863232,@ginamizell,140,2019-02-22 19:10:29,1,0,1
The #Suns dropped their first game after the All-Star break...and first remaining contest against another team “vyi… https://t.co/I46fBlEHf6,Phoenix Suns,1098977118153818112,@ginamizell,140,2019-02-22 16:05:37,8,4,1
CLE ➡️ ATL,Phoenix Suns,1098919258585747456,@ginamizell,10,2019-02-22 12:15:42,1,0,0
I broke my pinky finger in sixth grade while playing football with the boys at recess. And my trip to the doctor fo… https://t.co/fWPej6nvxB,Phoenix Suns,1098802364524433409,@ginamizell,140,2019-02-22 04:31:13,24,1,0
"Kokoskov on why Kelly Oubre got the start tonight over Mikal Bridges: ""Kelly had a couple good games...we had to sh… https://t.co/w5WnWMkqfB",Phoenix Suns,1098792989785239552,@ginamizell,140,2019-02-22 03:53:58,13,2,0
"More Booker: ""Trying to speed up that process of learning -- learning and caring -- are key to turning it around...… https://t.co/8AQbffBtSs",Phoenix Suns,1098791544616828930,@ginamizell,140,2019-02-22 03:48:13,13,2,0
"Booker on the fourth-quarter lapse: ""We're not thinking, I guess. We're not all the way there. We're not locked in.… https://t.co/9AyTrVkMYx",Phoenix Suns,1098790857937948672,@ginamizell,140,2019-02-22 03:45:29,9,1,0
"Kokoskov, Booker and Oubre all mentioned tonight that, during the Cavs' decisive fourth-quarter run to take control… https://t.co/zxxpiZ30K3",Phoenix Suns,1098789541572501504,@ginamizell,140,2019-02-22 03:40:15,19,3,0
A somehow underrated element of this losing skid. #Suns https://t.co/eVjfO9Hxk3,Phoenix Suns,1098785277013839872,@ginamizell,79,2019-02-22 03:23:19,7,0,1
🙌🏼🙌🏼🙌🏼 https://t.co/XLeuaA4FvZ,Phoenix Suns,1098771587061432320,@ginamizell,30,2019-02-22 02:28:55,5,0,0
"FINAL: Cavs 111, #Suns 98 
Phoenix sets a franchise record with 16 losses in a row 
Love: 16 points, 11 rebounds
Zi… https://t.co/GMwF13oGqi",Phoenix Suns,1098768890933493760,@ginamizell,140,2019-02-22 02:18:12,6,2,1
Cavs have outscored the #Suns 38-21 since Phoenix had a 72-71 late in the third. Cleveland has turned a close game… https://t.co/rODxkBLXGg,Phoenix Suns,1098767705908436992,@ginamizell,139,2019-02-22 02:13:29,2,0,1
"Devin Booker trying to put the #Suns on his back offensively, but Phoenix can't get a stop defensively. Trailing 98… https://t.co/vGXsVKmO3I",Phoenix Suns,1098765835215212544,@ginamizell,140,2019-02-22 02:06:03,3,0,1
"It's Franklin's birthday &amp; @BosnianBeast27 got him a double-double! 

Nurk's tonight's @Biofreeze Performance of th… https://t.co/UjUdgNOxB3",Portland Trail Blazers,1099436237763444736,@Trailblazers,144,2019-02-23 22:30:00,32,8,0
Wheels up to Cleveland! ✈️ https://t.co/eOzqpJ7619,Portland Trail Blazers,1099428659868459008,@Trailblazers,50,2019-02-23 21:59:53,285,27,0
RT @Enes_Kanter: Keep Having Fun 💯 https://t.co/vtA3PAUv3G,Portland Trail Blazers,1099416151514337282,@Trailblazers,58,2019-02-23 21:10:11,0,94,0
Highlights! Many highlights! 🎥 https://t.co/jIMtrDq2e5,Portland Trail Blazers,1099415522091905026,@Trailblazers,54,2019-02-23 21:07:41,167,46,0
"Final 📊

Nurk: 24p/10r/4a
Dame: 17p/8a/6r
Enes: 16p/8r/4a
Chief: 15p/6r/2a
CJ: 15p/5r/4a/2s
Moe: 13p/5r/3s/2b/2a
Se… https://t.co/u17KIsaK63",Portland Trail Blazers,1099405824709914624,@Trailblazers,140,2019-02-23 20:29:09,545,75,0
👋 https://t.co/OoQ1KXPpqE,Portland Trail Blazers,1099405198433370112,@Trailblazers,25,2019-02-23 20:26:39,199,35,0
"*looks outside*
*squints*

It's Sunny in Philadelphia. https://t.co/iEpCksoK9y",Portland Trail Blazers,1099404403017158657,@Trailblazers,78,2019-02-23 20:23:30,631,137,0
BLAZERS WIN! BLAZERS WIN! https://t.co/qrys6CR1cz,Portland Trail Blazers,1099403800937463808,@Trailblazers,49,2019-02-23 20:21:06,752,145,0
Easy Jake Oven. https://t.co/yiiTY0TLq3,Portland Trail Blazers,1099402246889054209,@Trailblazers,39,2019-02-23 20:14:56,323,42,0
SLAYMAN https://t.co/HXWVdVOTdY,Portland Trail Blazers,1099401514748125187,@Trailblazers,31,2019-02-23 20:12:01,182,28,0
eyes closed just swangin https://t.co/H5Z7TAdPrf,Portland Trail Blazers,1099399012506128386,@Trailblazers,48,2019-02-23 20:02:05,201,37,0
"Headed to the final frame

#RipCity https://t.co/86nevIBFxf",Portland Trail Blazers,1099396501342687234,@Trailblazers,59,2019-02-23 19:52:06,113,15,1
1️⃣5️⃣0️⃣0️⃣ https://t.co/UEkdH2UIPl,Portland Trail Blazers,1099395021160226816,@Trailblazers,36,2019-02-23 19:46:13,397,95,0
Bench approves https://t.co/3XH61dsK4D,Portland Trail Blazers,1099392837093871616,@Trailblazers,38,2019-02-23 19:37:32,232,25,0
Welcome to the Moe Show. https://t.co/BqwxN3yx62,Portland Trail Blazers,1099392251921399809,@Trailblazers,48,2019-02-23 19:35:13,197,39,0
"28th double-double for @bosnianbeast27, a new career high. https://t.co/QEGQoxu0q6",Portland Trail Blazers,1099392031066148864,@Trailblazers,82,2019-02-23 19:34:20,275,37,0
#HeadbandHarkless doing work! https://t.co/EjoESiRnb2,Portland Trail Blazers,1099390862314881024,@Trailblazers,53,2019-02-23 19:29:41,92,12,1
C JAM BACK!,Portland Trail Blazers,1099389903496990721,@Trailblazers,11,2019-02-23 19:25:53,93,11,0
"We have reached the halfway point. 

#RipCity https://t.co/FFGQUS4Kdi",Portland Trail Blazers,1099385483514314752,@Trailblazers,69,2019-02-23 19:08:19,100,16,1
@Smaug55 look we like both but we wanted scrambled,Portland Trail Blazers,1099383341994913794,@Trailblazers,50,2019-02-23 18:59:48,5,0,0
@JustenOslund7 No one will ever know but I went back and fixed the audio from Wednesday’s show too,Portland Trail Blazers,1098970836260638722,@MikeGrich,98,2019-02-22 15:40:39,0,0,0
New @LockedOnBlazers is available for your listening pleasure. Find it wherever you download podcasts https://t.co/1Lpdi1s9sC,Portland Trail Blazers,1098968719307370497,@MikeGrich,125,2019-02-22 15:32:15,3,1,0
@paintnpdx @LockedOnBlazers Yeah the audio is jacked up. Part of my learning curve. I’ll fix it for tonight. Thanks for sticking with me!,Portland Trail Blazers,1098657696285450240,@MikeGrich,137,2019-02-21 18:56:21,1,0,0
I wrote a bunch of stuff this week. It would be cool if you read it. https://t.co/r2LyRY3ytf,Portland Trail Blazers,1098652936270422018,@MikeGrich,92,2019-02-21 18:37:26,28,8,0
@IamBradMinoski @NBCSNorthwest I encourage you to actually read the story,Portland Trail Blazers,1098652686285762561,@MikeGrich,73,2019-02-21 18:36:27,0,0,0
@jaycaspiankang He was the man. I’ll never forget or forgive this injustice.,Portland Trail Blazers,1098386856088096769,@MikeGrich,76,2019-02-21 01:00:08,1,0,0
@jaycaspiankang THEY CALLED THIS A CHARGE,Portland Trail Blazers,1098385208208998400,@MikeGrich,41,2019-02-21 00:53:35,0,0,0
@DanaBuoy Yeah the levels were bad today. That’s my bad. I’ll get it right going forward. Thanks for listening!,Portland Trail Blazers,1098301136950292481,@MikeGrich,111,2019-02-20 19:19:31,0,0,0
New @LockedOnBlazers is live. Listen wherever you get your podcasts ... or right here: https://t.co/tpltCtXlre,Portland Trail Blazers,1098266210435649536,@MikeGrich,110,2019-02-20 17:00:44,4,2,0
@surlyurbanist It's a top 55 place to watch the game ... on Franklin St.,Portland Trail Blazers,1098263274720653317,@MikeGrich,72,2019-02-20 16:49:04,0,0,0
@Thomastollen @NBCSNorthwest I think this is a reasonable concern. But the larger point of the story is that they h… https://t.co/3nOrUdQDJY,Portland Trail Blazers,1097948859559542790,@MikeGrich,140,2019-02-19 19:59:41,0,0,0
"The Blazers know their year will be defined by what happens in the playoffs. I wrote about bifurcating, expectation… https://t.co/GJHx6G4F6H",Portland Trail Blazers,1097888610903158784,@MikeGrich,140,2019-02-19 16:00:17,8,7,0
@mikeacker I'm at [redacted] and a woman in her mid 30s is explaining to a 5ish year old that some sharks are consi… https://t.co/kRXUCCigBu,Portland Trail Blazers,1097635280440283136,@MikeGrich,140,2019-02-18 23:13:38,2,0,0
@Nolan_Waters87 @BrandonSprague @jwquick Hell yeah dog great tweet,Portland Trail Blazers,1097576784051093504,@MikeGrich,66,2019-02-18 19:21:11,4,0,0
@JustenOslund7 @LockedOnBlazers @jwquick hopefully a couple times a week,Portland Trail Blazers,1097535877876600832,@MikeGrich,72,2019-02-18 16:38:39,1,0,0
A new @LockedOnBlazers with @jwquick is up. Subscribe wherever podcasts are sold https://t.co/b7Jyjk2xrL,Portland Trail Blazers,1097534765329084418,@MikeGrich,104,2019-02-18 16:34:13,8,3,0
A fun thing about covering the NBA is when a player shares a great in-game anecdote and then you rewatch that seque… https://t.co/1buvbRBNT8,Portland Trail Blazers,1097276467468095488,@MikeGrich,140,2019-02-17 23:27:50,20,1,0
@andrewtheen @mikeacker Bernstein is way better. But Eisenhower is closer to me and pretty legit.,Portland Trail Blazers,1096927927340457984,@MikeGrich,97,2019-02-17 00:22:52,0,0,0
@andrewtheen finally got to Bernstein’s Bagels. You weren’t lying man.,Portland Trail Blazers,1096871867405594624,@MikeGrich,70,2019-02-16 20:40:06,3,0,0
@ktnuggin You can’t say “wiener stuff” on npr?,Portland Trail Blazers,1096665397221158915,@MikeGrich,46,2019-02-16 06:59:40,2,0,0
"@IanKarmel Also, it's not exactly south, but you can drive almost to the top of Cape Perpetua. Spectacular views. A… https://t.co/2Uac5kR1Ow",Portland Trail Blazers,1099431676613222400,@CHold,140,2019-02-23 22:11:52,1,0,0
@IanKarmel Shore Acres outside of Coos Bay,Portland Trail Blazers,1099431081760178176,@CHold,42,2019-02-23 22:09:30,5,0,0
RT @thekidet: Add Simmons and nurk to the undercard of the rondo/cp3 boxing event after the season. https://t.co/KIdoMzPjk9,Portland Trail Blazers,1099421946758991875,@CHold,123,2019-02-23 21:33:13,0,108,0
She’ll need a running mate @farouq1 https://t.co/R5sMSvW5L8,Portland Trail Blazers,1099416489671753728,@CHold,59,2019-02-23 21:11:31,124,8,0
"“I think I’m better shooter than him. I mean, I’m for sure (a better shooter). The way he’s able to shoot, or not a… https://t.co/wghKKwalNy",Portland Trail Blazers,1099410250543845376,@CHold,140,2019-02-23 20:46:44,550,141,0
Nurk calling out names!,Portland Trail Blazers,1099409281739382784,@CHold,23,2019-02-23 20:42:53,60,8,0
"Blazers 130, 76ers 115: FINAL. Blazers sweep season series. 24 points, 10 rebounds, 4 assists for @bosnianbeast27.… https://t.co/VlJLnSRb5D",Portland Trail Blazers,1099404260142284800,@CHold,139,2019-02-23 20:22:56,47,8,0
Talk to the hand because the Jake don't want to hear it https://t.co/i2ZFsONd0u,Portland Trail Blazers,1099403307603447813,@CHold,79,2019-02-23 20:19:09,87,11,0
Jake styling! Nurk waving goodbye to the crowd! Saturday morning NBA action!,Portland Trail Blazers,1099400811707330560,@CHold,76,2019-02-23 20:09:14,215,19,0
@Jimmie_boy12 @VGK_Fans Stick to the porn tweet kid,Portland Trail Blazers,1099400257522282497,@CHold,51,2019-02-23 20:07:01,1,0,0
"Double techs on Kanter and Mike Scott, who was serving as Simmons' stand in since he already had a technical.",Portland Trail Blazers,1099399357902848001,@CHold,109,2019-02-23 20:03:27,47,2,0
"On review, it looks like it was inadvertent, but they'll go to Secaucus anyway.",Portland Trail Blazers,1099399028729614338,@CHold,79,2019-02-23 20:02:08,12,0,0
"Simmons trips Kanter, perhaps confusing him for Nurkic, and Enes isn't having it.",Portland Trail Blazers,1099398735388389376,@CHold,81,2019-02-23 20:00:59,73,3,0
"Blazers 100, 76ers 82: @bosnianbeast27 aka ""Ass"" with 24 points, 10 rebounds, 4 assists and a +24. 17 points, 8 ass… https://t.co/PfM6ai6bqJ",Portland Trail Blazers,1099396679068012544,@CHold,140,2019-02-23 19:52:48,139,24,0
More boos!,Portland Trail Blazers,1099396217174405121,@CHold,10,2019-02-23 19:50:58,19,1,0
RT @trailblazers: 1️⃣5️⃣0️⃣0️⃣ https://t.co/UEkdH2UIPl,Portland Trail Blazers,1099395320289681410,@CHold,54,2019-02-23 19:47:24,0,95,0
Moe's last game in Philly might have been the low point of his career with the Blazers. His performance today has been one of his best.,Portland Trail Blazers,1099393779260420097,@CHold,135,2019-02-23 19:41:17,85,12,0
A smattering of boos rain down from the stands as the Sixers call timeout with the Blazers leading 87-69 with 5:12… https://t.co/LovEUzfe4f,Portland Trail Blazers,1099392548550987778,@CHold,139,2019-02-23 19:36:23,38,5,0
That was some serious ball wizardry from @bosnianbeast27,Portland Trail Blazers,1099392383718952962,@CHold,56,2019-02-23 19:35:44,38,5,0
Simmons and Nurkic have been talking/chipping all game and they just got offsetting technicals for it.,Portland Trail Blazers,1099392158115737601,@CHold,102,2019-02-23 19:34:50,21,2,0
"We're back at the @attcenter in FOUR days! See you soon, Spurs Fam.

#GoSpursGo https://t.co/eoNV8TFLQp",San Antonio Spurs,1099351712144465921,@Spurs,103,2019-02-23 16:54:07,358,43,1
RT @NBA: DeMar DeRozan with the 360 lay-up in #PhantomCam! #GoSpursGo https://t.co/sIkjRBqR18,San Antonio Spurs,1099148974248873984,@Spurs,93,2019-02-23 03:28:31,0,695,2
"Hard fought battle until the end. Next up: New York on Sunday.

#GoSpursGo https://t.co/Jy6sBw0TsL",San Antonio Spurs,1099137960451207170,@Spurs,98,2019-02-23 02:44:45,658,110,1
"The Professional. 🎯

@marcobelinelli | #GoSpursGo https://t.co/LtuMjhv06K",San Antonio Spurs,1099132819656372225,@Spurs,73,2019-02-23 02:24:19,292,37,1
"BALL 👏MOVEMENT 👏

#GoSpursGo https://t.co/gEqgwobExw",San Antonio Spurs,1099129349687701504,@Spurs,52,2019-02-23 02:10:32,417,63,1
Slammin' and jammin' https://t.co/F9wrdCKd5Q,San Antonio Spurs,1099128420229885952,@Spurs,44,2019-02-23 02:06:50,324,39,0
"Headed to the fourth with a three-point lead!

#GoSpursGo https://t.co/QKghPXp5ZL",San Antonio Spurs,1099126988206456832,@Spurs,81,2019-02-23 02:01:09,247,38,1
Davis doing Davis things 👌 https://t.co/e211EVdWHX,San Antonio Spurs,1099126308523700229,@Spurs,50,2019-02-23 01:58:27,326,35,0
"Back-to-back 🔨's for Jakob!

#GoSpursGo",San Antonio Spurs,1099125864908972033,@Spurs,39,2019-02-23 01:56:41,194,19,1
"AND-1 from @marcobelinelli. Tied game.

#GoSpursGo https://t.co/38WbxSqwOk",San Antonio Spurs,1099124708761657345,@Spurs,74,2019-02-23 01:52:05,181,23,1
"Go to work, DeMar. https://t.co/miqYbyxdIK",San Antonio Spurs,1099124246897401858,@Spurs,42,2019-02-23 01:50:15,305,39,0
RUDY RUDY RUDY https://t.co/PufaRPSf9e,San Antonio Spurs,1099123149772328961,@Spurs,38,2019-02-23 01:45:54,681,96,0
Rudy from the corn3r! https://t.co/7TCJkgvJop,San Antonio Spurs,1099122019529121792,@Spurs,45,2019-02-23 01:41:24,274,30,0
"Second half underway on @espn

#GoSpursGo https://t.co/5GzQEs33Y7",San Antonio Spurs,1099118958249197568,@Spurs,65,2019-02-23 01:29:14,229,25,1
"Up one at the break! #GoSpursGo

DeMar: 11 PTS | 3 AST
Patty: 11 PTS | 2 REB
Marco: 9 PTS | 3 REB
Bryn: 7 PTS | 2 A… https://t.co/8EgzTDdKeN",San Antonio Spurs,1099115736742744066,@Spurs,140,2019-02-23 01:16:26,381,62,1
Marco heating up from DEEP 👌 https://t.co/RvcF9B1uEj,San Antonio Spurs,1099114354040020992,@Spurs,52,2019-02-23 01:10:57,341,46,0
"Keeping this on a loop 🌪

@DeMar_DeRozan | #GoSpursGo https://t.co/Sty0Be8wTu",San Antonio Spurs,1099113277831987209,@Spurs,77,2019-02-23 01:06:40,813,201,1
"10-0 run for the squad 💪

#GoSpursGo https://t.co/fqukKuKI3t",San Antonio Spurs,1099111624269533186,@Spurs,60,2019-02-23 01:00:06,280,26,1
"DEMAR. 360. DEROZAN.

🔥🔥🔥 https://t.co/Ubt5sRsUKn",San Antonio Spurs,1099110700977410049,@Spurs,49,2019-02-23 00:56:26,3543,1151,0
"Three-point game after one.

#GoSpursGo https://t.co/gr2AlrsUcy",San Antonio Spurs,1099107295907205121,@Spurs,63,2019-02-23 00:42:54,196,23,1
RT @PHIrociousApe: @JeffGSpursZone Should have left with a win..,San Antonio Spurs,1099432881913516032,@JeffGSpursZone,64,2019-02-23 22:16:40,0,1,0
"""To come back and get a reception like that is definitely humbling,"" - DeRozan 

Warm Toronto reception left DeMar… https://t.co/Jt5AJaRbIm",San Antonio Spurs,1099428943269117955,@JeffGSpursZone,139,2019-02-23 22:01:01,3,2,0
"""To come back and get a reception like that is definitely humbling,"" - DeRozan 

Warm Toronto reception left DeMar… https://t.co/gGEeQRkQsM",San Antonio Spurs,1099391006297022464,@JeffGSpursZone,139,2019-02-23 19:30:16,1,1,0
"""I thought it was a great game, good competitive game after a long break,"" - Popovich

Raptors 120, Spurs 117: What… https://t.co/Dma6HEzN1Q",San Antonio Spurs,1099383649013780481,@JeffGSpursZone,140,2019-02-23 19:01:02,1,2,0
RT @KABBFOX29: Warm Toronto reception left DeMar DeRozan humbled https://t.co/IolIWeplkA #GoSpursGo via @JeffGSpursZone https://t.co/JnpQxG…,San Antonio Spurs,1099376491098460161,@JeffGSpursZone,140,2019-02-23 18:32:35,0,1,1
RT @News4SA: Warm Toronto reception left DeMar DeRozan humbled https://t.co/ijqNQULhw3 #GoSpursGo via @JeffGSpursZone https://t.co/H5xRg1yp…,San Antonio Spurs,1099373723109519360,@JeffGSpursZone,140,2019-02-23 18:21:35,0,3,1
"""To come back and get a reception like that is definitely humbling,"" - DeRozan 

Warm Toronto reception left DeMar… https://t.co/HbstSN7zut",San Antonio Spurs,1099373006294532098,@JeffGSpursZone,139,2019-02-23 18:18:44,3,2,0
@MikeRiveraOnAir . @MikeRiveraOnAir ... is this u when his name is brought up? https://t.co/Oo96VHIV8T,San Antonio Spurs,1099370105052561409,@JeffGSpursZone,102,2019-02-23 18:07:13,1,0,0
@MikeRiveraOnAir @IamPledger @ChuckVansShow @hutcheyesun @FCsportz nawwww not like that i just like putting him on… https://t.co/NarVYZ5sgr,San Antonio Spurs,1099368454430302209,@JeffGSpursZone,139,2019-02-23 18:00:39,1,0,0
Wait..... it just hit me AGAIN...... Kawhi ACTUALLY spoke last night after the game @IamPledger @ChuckVansShow… https://t.co/LD7o6lcaDR,San Antonio Spurs,1099367247301263360,@JeffGSpursZone,135,2019-02-23 17:55:51,4,0,0
@FCsportz LMA and their 3 pt defense was alllllll yamcha.,San Antonio Spurs,1099366879297261568,@JeffGSpursZone,57,2019-02-23 17:54:23,0,0,0
@FCsportz We giving DD SS1 status after the game? 🙃🙃,San Antonio Spurs,1099365270861299714,@JeffGSpursZone,52,2019-02-23 17:48:00,0,0,0
@MikeRiveraOnAir should we be more stunned klaw actally said SOMETHING!,San Antonio Spurs,1099363569618042880,@JeffGSpursZone,71,2019-02-23 17:41:14,0,0,0
